months_as_customer,policy_bind_date,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_education_level,insured_occupation,capital-gains,capital-loss,incident_type,incident_severity,authorities_contacted,incident_hour_of_the_day,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,fraud_reported,days_to_claim
169,1998-12-11,250/500,500,1616.26,0,High School,exec-managerial,50700,-57600,Multi-vehicle Collision,Total Loss,Ambulance,0,NO,2,3,NO,14080,7040,56320,N,5904
235,1995-10-09,500/1000,500,1398.94,0,College,craft-repair,0,0,Single Vehicle Collision,Minor Damage,Ambulance,11,NO,1,2,NO,6830,13660,47810,N,7047
112,1999-12-21,500/1000,1000,1238.92,0,Associate,other-service,57800,-53700,Parked Car,Trivial Damage,,4,NO,0,2,NO,460,920,3680,N,5531
16,2002-07-28,100/300,1000,968.46,0,MD,tech-support,50800,-66200,Multi-vehicle Collision,Total Loss,Ambulance,0,NO,0,2,NO,6600,13200,39600,Y,4566
128,1993-08-03,100/300,500,1045.12,0,High School,transport-moving,0,-28300,Multi-vehicle Collision,Major Damage,Ambulance,2,NO,0,2,NO,0,15540,54390,Y,7839
103,2007-12-16,100/300,1000,1537.33,0,College,handlers-cleaners,0,-74800,Multi-vehicle Collision,Minor Damage,Police,11,YES,1,1,NO,7770,15540,54390,N,2623
356,2008-02-10,500/1000,500,912.3,0,College,prof-specialty,58500,-44000,Multi-vehicle Collision,Major Damage,Other,23,NO,2,1,NO,12500,12500,43750,Y,2526
109,2006-10-01,100/300,2000,1007.28,6000000,High School,adm-clerical,0,0,Multi-vehicle Collision,Minor Damage,Police,17,NO,1,3,YES,16560,16560,57960,N,3065
2,2003-03-09,500/1000,1000,1189.98,4000000,High School,craft-repair,0,-54700,Single Vehicle Collision,Minor Damage,Other,22,NO,1,3,YES,4030,8060,36270,N,4347
198,2003-05-29,250/500,1000,1576.41,0,Associate,handlers-cleaners,0,-55100,Single Vehicle Collision,Major Damage,Other,18,YES,1,1,YES,9500,9500,76000,N,4290
107,2002-05-06,100/300,500,1172.82,4000000,Associate,machine-op-inspct,82100,0,Vehicle Theft,Trivial Damage,Police,8,NO,1,3,NO,780,390,2730,N,4677
252,2004-02-28,500/1000,500,1312.22,9000000,High School,transport-moving,0,-33300,Multi-vehicle Collision,Minor Damage,Other,15,NO,0,3,NO,11880,5940,41580,Y,4011
303,1999-01-14,500/1000,1000,671.01,7000000,Associate,machine-op-inspct,42900,-61500,Single Vehicle Collision,Minor Damage,Fire,20,NO,2,0,NO,6690,6690,46830,N,5838
101,2002-01-23,250/500,500,895.14,0,JD,sales,52600,-30400,Single Vehicle Collision,Minor Damage,Ambulance,4,NO,0,3,YES,8720,4360,30520,N,4735
446,1992-12-09,100/300,2000,1373.21,0,College,adm-clerical,42700,-64900,Multi-vehicle Collision,Total Loss,Police,10,NO,0,0,NO,6280,12560,43960,N,8102
330,1998-06-24,250/500,1000,1625.65,0,College,farming-fishing,0,0,Single Vehicle Collision,Major Damage,Ambulance,10,YES,1,3,NO,11900,5950,41650,N,6091
211,2011-01-06,250/500,2000,1295.63,4000000,PhD,armed-forces,42200,-33800,Multi-vehicle Collision,Total Loss,Police,22,YES,1,0,NO,5940,5940,41580,N,1485
172,2012-02-24,100/300,1000,1459.96,6000000,High School,adm-clerical,41300,-42000,Multi-vehicle Collision,Total Loss,Ambulance,15,NO,0,1,NO,7580,7580,26530,N,1048
316,2011-06-25,100/300,500,1219.94,7000000,Masters,prof-specialty,0,-51000,Single Vehicle Collision,Minor Damage,Ambulance,13,NO,0,1,YES,6310,12620,44170,N,1343
435,2006-11-21,500/1000,500,1064.49,5000000,Associate,priv-house-serv,73500,-43300,Single Vehicle Collision,Total Loss,Ambulance,23,NO,2,1,NO,5240,10480,47160,Y,3006
344,2008-06-27,100/300,1000,959.83,0,Masters,sales,0,-38700,Multi-vehicle Collision,Major Damage,Fire,18,NO,2,2,YES,17400,11600,46400,Y,2411
204,1993-08-30,250/500,2000,1767.02,0,JD,machine-op-inspct,0,-49300,Single Vehicle Collision,Total Loss,Ambulance,7,YES,1,1,NO,4200,8400,33600,N,7851
278,2008-04-21,500/1000,500,1285.01,0,Masters,machine-op-inspct,0,-39800,Single Vehicle Collision,Major Damage,Ambulance,21,NO,2,2,YES,5850,5850,46800,N,2478
434,2000-06-23,500/1000,2000,1422.95,0,JD,transport-moving,0,0,Multi-vehicle Collision,Major Damage,Other,15,NO,1,3,NO,11040,11040,44160,N,5321
209,2010-01-11,100/300,2000,1223.39,0,MD,craft-repair,0,0,Multi-vehicle Collision,Total Loss,Ambulance,17,NO,1,3,NO,8180,8180,49080,N,1827
250,1990-03-28,500/1000,2000,1539.06,0,Masters,sales,37800,0,Single Vehicle Collision,Minor Damage,Fire,2,NO,0,3,NO,10700,10700,42800,N,9064
61,1998-01-29,100/300,2000,988.06,0,Masters,other-service,0,0,Multi-vehicle Collision,Minor Damage,Ambulance,1,YES,1,0,NO,4040,4040,24240,N,6216
80,2014-12-05,500/1000,1000,1740.57,0,College,farming-fishing,0,-18600,Single Vehicle Collision,Major Damage,Police,3,NO,0,1,NO,3720,3720,26040,N,46
25,1995-12-07,250/500,1000,1540.91,7000000,College,adm-clerical,40900,0,Vehicle Theft,Trivial Damage,,0,NO,1,1,YES,480,960,2880,N,7019
4,2002-05-27,250/500,500,1381.88,5000000,High School,tech-support,0,-77800,Vehicle Theft,Trivial Damage,Police,4,NO,0,2,NO,840,420,2940,N,4653
32,2002-08-09,100/300,500,1446.98,0,MD,adm-clerical,0,-45700,Multi-vehicle Collision,Minor Damage,Ambulance,11,YES,2,0,NO,10540,5270,42160,N,4569
125,2012-12-02,500/1000,500,1220.86,0,JD,other-service,55400,-40400,Parked Car,Trivial Damage,,4,YES,1,2,NO,0,960,3360,N,783
276,2000-03-22,500/1000,500,948.1,0,High School,machine-op-inspct,44500,-61400,Multi-vehicle Collision,Minor Damage,Fire,11,NO,0,2,NO,13860,6930,48510,N,5403
148,2002-04-13,100/300,500,1471.24,0,Masters,farming-fishing,57500,-93600,Multi-vehicle Collision,Minor Damage,Police,4,NO,2,2,NO,4060,4060,24360,N,4660
222,2008-06-17,100/300,2000,1157.97,0,MD,machine-op-inspct,0,-64500,Single Vehicle Collision,Total Loss,Police,20,NO,2,2,YES,6720,6720,47040,N,2441
32,1994-04-07,250/500,2000,566.11,5000000,Associate,armed-forces,0,0,Parked Car,Trivial Damage,Police,22,YES,0,0,NO,440,440,1760,N,7594
78,1992-02-29,500/1000,500,1060.88,0,JD,other-service,0,-66500,Parked Car,Trivial Damage,Police,4,NO,0,3,NO,550,1100,4400,N,8375
238,1996-05-11,250/500,1000,1524.45,4000000,High School,handlers-cleaners,0,-44800,Multi-vehicle Collision,Total Loss,Ambulance,21,NO,0,0,NO,4270,4270,34160,Y,6855
313,2013-04-03,250/500,1000,1556.17,0,College,prof-specialty,63900,-53300,Single Vehicle Collision,Major Damage,Ambulance,20,YES,1,3,NO,3660,7320,29280,Y,675
334,2009-11-12,500/1000,500,1216.24,0,Masters,priv-house-serv,26700,-47200,Single Vehicle Collision,Major Damage,Fire,7,NO,2,0,NO,5000,10000,35000,N,1889
190,2008-11-05,250/500,500,1484.72,5000000,High School,tech-support,0,0,Parked Car,Trivial Damage,,4,NO,0,1,NO,640,320,2880,N,2280
194,1993-02-15,250/500,500,1203.81,0,JD,transport-moving,52500,-51300,Multi-vehicle Collision,Minor Damage,Police,17,NO,0,2,NO,13700,20550,61650,N,8026
290,2008-07-21,250/500,1000,1393.34,0,High School,exec-managerial,0,-61400,Multi-vehicle Collision,Minor Damage,Ambulance,20,YES,1,3,YES,6240,12480,37440,N,2369
26,2010-09-11,100/300,1000,1484.48,0,PhD,armed-forces,50700,-36300,Single Vehicle Collision,Major Damage,Police,10,NO,2,3,NO,5730,11460,45840,N,1627
254,1995-12-22,250/500,500,1581.27,5000000,PhD,handlers-cleaners,42200,-48000,Single Vehicle Collision,Minor Damage,Police,8,YES,2,2,NO,5770,11540,46160,N,6956
199,1991-09-26,250/500,1000,1281.25,0,High School,tech-support,0,-53100,Single Vehicle Collision,Major Damage,Police,6,NO,0,2,NO,8080,4040,32320,Y,8532
137,2010-03-11,250/500,500,1667.83,0,JD,prof-specialty,48500,-67400,Parked Car,Minor Damage,Police,4,YES,1,1,NO,1200,1200,4200,N,1791
134,1990-07-15,250/500,1000,1497.41,0,PhD,machine-op-inspct,14100,-44500,Multi-vehicle Collision,Minor Damage,Ambulance,17,NO,2,0,YES,9650,9650,57900,N,8960
73,2009-05-10,100/300,500,803.36,0,High School,protective-serv,0,0,Multi-vehicle Collision,Total Loss,Other,15,NO,0,0,YES,0,11400,45600,N,2117
289,1999-10-28,250/500,2000,1221.41,0,Masters,farming-fishing,46700,-72500,Vehicle Theft,Trivial Damage,Police,9,NO,2,1,NO,300,300,2100,N,5601
176,1995-03-30,250/500,500,1865.83,5000000,College,transport-moving,32800,-50600,Single Vehicle Collision,Total Loss,Police,17,NO,2,1,YES,4300,8600,34400,N,7258
145,1991-12-14,250/500,2000,1434.27,0,Associate,tech-support,0,-35900,Single Vehicle Collision,Major Damage,Other,13,NO,2,3,NO,5010,10020,40080,N,8422
164,2011-01-31,500/1000,500,1114.68,0,Associate,other-service,44500,-55900,Vehicle Theft,Trivial Damage,Police,5,YES,1,0,NO,480,480,3360,N,1456
186,2006-04-21,250/500,2000,1218.56,0,Masters,transport-moving,39300,-60300,Multi-vehicle Collision,Total Loss,Police,23,YES,2,2,NO,11460,5730,51570,Y,3236
85,2004-03-10,250/500,2000,1234.69,9000000,MD,tech-support,0,0,Multi-vehicle Collision,Major Damage,Other,1,NO,2,1,NO,14880,7440,52080,Y,3985
162,1991-01-05,250/500,500,964.92,0,Associate,exec-managerial,45700,0,Multi-vehicle Collision,Major Damage,Fire,17,NO,2,1,NO,3530,3530,28240,Y,8801
396,1996-10-15,500/1000,500,1351.72,0,High School,tech-support,0,-49400,Parked Car,Minor Damage,,3,YES,1,3,NO,480,480,1680,N,6687
270,1994-06-21,250/500,1000,817.28,0,High School,sales,62200,0,Multi-vehicle Collision,Total Loss,Ambulance,17,NO,1,1,NO,4630,9260,46300,Y,7501
168,1994-06-13,500/1000,1000,1389.59,0,Masters,machine-op-inspct,0,-42600,Multi-vehicle Collision,Major Damage,Fire,23,YES,1,3,NO,3780,7560,30240,Y,7561
274,2003-05-27,250/500,1000,1353.53,0,JD,tech-support,54700,-47900,Single Vehicle Collision,Minor Damage,Ambulance,13,YES,0,0,NO,11700,0,46800,Y,4250
263,1996-07-06,500/1000,1000,1294.04,0,Masters,handlers-cleaners,0,0,Single Vehicle Collision,Minor Damage,Fire,17,YES,2,3,YES,13220,6610,59490,N,6760
152,2005-05-08,100/300,1000,840.81,0,High School,farming-fishing,0,0,Single Vehicle Collision,Minor Damage,Ambulance,2,YES,0,2,NO,7510,7510,67590,Y,3569
46,2010-11-02,100/300,2000,998.19,0,MD,priv-house-serv,43700,-66300,Multi-vehicle Collision,Total Loss,Ambulance,23,NO,1,3,NO,13100,19650,45850,Y,1543
276,2012-07-29,100/300,2000,1090.32,0,College,handlers-cleaners,0,-70400,Single Vehicle Collision,Minor Damage,Ambulance,17,NO,1,2,NO,5710,5710,39970,Y,890
234,2002-06-06,500/1000,500,1780.67,0,Associate,other-service,0,0,Single Vehicle Collision,Major Damage,Ambulance,3,NO,1,0,NO,7020,7020,56160,Y,4641
64,1991-09-19,250/500,2000,1681.01,0,JD,protective-serv,0,-51100,Parked Car,Minor Damage,,16,NO,2,1,NO,490,1470,2940,N,8542
456,2009-06-24,250/500,1000,1395.77,0,MD,protective-serv,82600,-49500,Multi-vehicle Collision,Major Damage,Other,13,NO,1,3,NO,5540,11080,49860,Y,2054
58,1992-05-29,500/1000,2000,1471.44,5000000,High School,transport-moving,57500,0,Single Vehicle Collision,Major Damage,Fire,8,NO,2,1,NO,4580,9160,36640,Y,8271
475,2004-08-12,500/1000,500,1265.72,0,Masters,handlers-cleaners,0,-59500,Single Vehicle Collision,Major Damage,Fire,23,YES,0,2,NO,9900,9900,44550,N,3842
96,2006-12-24,250/500,1000,1274.7,5000000,College,prof-specialty,47500,-58700,Multi-vehicle Collision,Major Damage,Ambulance,15,YES,2,3,YES,5540,11080,38780,Y,2940
99,2007-07-24,100/300,500,1330.39,0,MD,prof-specialty,0,0,Single Vehicle Collision,Total Loss,Other,3,NO,2,2,YES,4990,9980,34930,N,2739
38,1994-08-17,500/1000,500,1122.95,4000000,Masters,priv-house-serv,78000,0,Multi-vehicle Collision,Minor Damage,Ambulance,4,NO,0,3,YES,12480,12480,49920,N,7495
259,1996-04-10,250/500,2000,1655.79,0,Masters,exec-managerial,0,0,Single Vehicle Collision,Minor Damage,Other,8,YES,0,0,YES,16280,16280,73260,N,6854
241,1992-12-11,250/500,1000,935.77,0,Associate,prof-specialty,0,-36000,Vehicle Theft,Trivial Damage,Police,21,NO,1,0,YES,1300,650,5200,N,8106
437,2010-08-01,500/1000,2000,1192.04,0,Associate,craft-repair,66100,-31400,Single Vehicle Collision,Total Loss,Ambulance,23,YES,0,0,NO,11160,11160,33480,N,1632
130,2009-03-23,100/300,500,990.11,0,Masters,sales,0,-41200,Parked Car,Trivial Damage,,8,NO,1,3,YES,1060,1060,3710,N,2119
269,1996-07-29,100/300,2000,1422.21,0,Associate,handlers-cleaners,0,-46400,Single Vehicle Collision,Major Damage,Ambulance,21,YES,2,1,NO,17180,17180,51540,Y,6745
103,1994-08-23,500/1000,500,914.85,0,Associate,prof-specialty,72100,0,Parked Car,Minor Damage,Police,5,NO,2,3,NO,790,1580,4740,N,7478
284,1992-01-05,250/500,500,1123.84,0,PhD,prof-specialty,48200,0,Multi-vehicle Collision,Total Loss,Fire,12,NO,0,0,YES,6720,3360,26880,N,8419
189,1997-09-11,250/500,2000,838.02,0,College,tech-support,0,0,Multi-vehicle Collision,Minor Damage,Police,7,NO,2,0,YES,6440,6440,51520,N,6364
267,2002-02-10,250/500,500,1300.68,0,PhD,adm-clerical,49000,0,Parked Car,Minor Damage,,0,NO,1,3,YES,480,0,1440,N,4734
39,1993-01-28,500/1000,500,1173.21,0,JD,farming-fishing,0,0,Single Vehicle Collision,Major Damage,Police,14,YES,0,1,YES,15660,7830,62640,Y,8052
140,1996-10-23,250/500,1000,985.97,5000000,College,protective-serv,0,0,Single Vehicle Collision,Major Damage,Fire,13,NO,2,3,NO,14940,7470,59760,Y,6675
243,1997-04-21,100/300,1000,1129.23,0,College,farming-fishing,17300,-60400,Single Vehicle Collision,Major Damage,Fire,1,NO,1,0,YES,10060,5030,35210,Y,6517
116,2008-11-09,250/500,500,1194.83,0,MD,prof-specialty,28600,0,Single Vehicle Collision,Major Damage,Police,23,NO,0,0,NO,4420,8840,30940,N,2263
219,2002-06-20,100/300,1000,1114.29,0,High School,transport-moving,51300,0,Single Vehicle Collision,Major Damage,Ambulance,1,NO,2,2,YES,6060,6060,54540,N,4585
96,2005-10-21,250/500,2000,1509.04,0,Associate,prof-specialty,10000,0,Single Vehicle Collision,Total Loss,Ambulance,9,YES,2,3,NO,7120,14240,56960,N,3412
149,2005-08-28,250/500,500,664.86,0,PhD,craft-repair,0,-60000,Single Vehicle Collision,Total Loss,Fire,3,NO,0,1,NO,16160,16160,72720,N,3447
246,2013-01-16,250/500,1000,1267.4,6000000,JD,adm-clerical,0,0,Single Vehicle Collision,Minor Damage,Fire,0,NO,2,1,NO,5070,5070,40560,N,754
293,1992-04-28,100/300,1000,1119.23,0,MD,exec-managerial,51500,0,Multi-vehicle Collision,Total Loss,Fire,13,NO,1,1,NO,11380,5690,34140,N,8331
339,2005-10-10,100/300,500,1698.51,0,JD,other-service,0,0,Multi-vehicle Collision,Total Loss,Fire,18,NO,2,1,NO,8640,8640,34560,N,3410
160,2009-02-08,500/1000,1000,1422.78,0,High School,exec-managerial,61600,0,Multi-vehicle Collision,Total Loss,Ambulance,17,NO,2,3,YES,5280,5280,42240,N,2172
224,2005-03-06,500/1000,500,1212.75,0,College,prof-specialty,0,-51400,Single Vehicle Collision,Minor Damage,Fire,11,NO,0,0,YES,9200,13800,32200,N,3614
194,1994-05-17,100/300,1000,1423.34,0,Associate,sales,55300,-37900,Vehicle Theft,Minor Damage,,0,YES,0,3,NO,1400,1400,6300,N,7554
385,1990-07-20,250/500,1000,976.37,0,MD,craft-repair,0,-61000,Multi-vehicle Collision,Minor Damage,Other,14,NO,1,3,NO,13520,6760,47320,N,8979
100,2005-04-17,250/500,500,1124.59,6000000,College,adm-clerical,67300,0,Single Vehicle Collision,Minor Damage,Other,4,NO,1,2,NO,6800,6800,27200,N,3602
371,1994-02-10,250/500,1000,1569.33,0,PhD,machine-op-inspct,79600,0,Multi-vehicle Collision,Major Damage,Other,2,NO,2,1,YES,13000,13000,58500,Y,7658
175,1995-03-29,500/1000,500,1359.36,5000000,PhD,exec-managerial,0,-43600,Multi-vehicle Collision,Major Damage,Other,9,YES,2,2,YES,13020,6510,52080,Y,7256
373,2007-04-30,250/500,500,1607.36,0,MD,sales,0,0,Multi-vehicle Collision,Major Damage,Other,21,NO,0,2,NO,6060,12120,42420,Y,2821
258,2001-02-15,100/300,500,1042.25,0,Masters,exec-managerial,0,-44400,Multi-vehicle Collision,Major Damage,Fire,0,NO,2,3,NO,6770,20310,54160,Y,5106
255,2001-07-09,250/500,500,1453.95,0,PhD,armed-forces,38200,0,Multi-vehicle Collision,Total Loss,Fire,17,YES,0,3,NO,2930,5860,20510,N,4930
37,2008-09-06,500/1000,500,1969.63,0,MD,sales,0,0,Multi-vehicle Collision,Total Loss,Fire,21,NO,1,1,YES,6950,13900,55600,N,2351
322,2004-12-19,100/300,1000,1156.19,0,College,machine-op-inspct,49900,-62700,Multi-vehicle Collision,Major Damage,Fire,20,YES,0,3,NO,9880,4940,34580,N,3710
204,2000-11-15,100/300,2000,1124.47,0,MD,tech-support,0,-45100,Single Vehicle Collision,Total Loss,Ambulance,5,NO,0,1,NO,16460,16460,57610,N,5204
76,2007-03-14,500/1000,500,1493.5,5000000,Associate,priv-house-serv,39900,-44000,Vehicle Theft,Minor Damage,Police,7,NO,2,1,NO,1460,730,5840,N,2880
193,2004-12-28,100/300,500,1155.38,0,PhD,handlers-cleaners,34200,-32300,Single Vehicle Collision,Minor Damage,Fire,6,NO,0,0,YES,6390,6390,51120,N,3683
405,1999-07-05,250/500,500,878.19,0,PhD,machine-op-inspct,57100,0,Multi-vehicle Collision,Minor Damage,Fire,2,YES,0,2,NO,4830,4830,28980,N,5718
435,1997-11-15,100/300,2000,1145.85,0,JD,sales,0,-40000,Multi-vehicle Collision,Total Loss,Other,19,NO,1,1,YES,9220,4610,27660,N,6265
54,2010-09-27,100/300,500,1261.28,0,MD,protective-serv,68500,-42100,Multi-vehicle Collision,Minor Damage,Fire,21,YES,2,0,NO,14380,7190,57520,N,1612
144,1993-08-30,100/300,500,1427.46,0,High School,machine-op-inspct,0,0,Multi-vehicle Collision,Major Damage,Police,3,NO,0,0,NO,17580,8790,61530,N,7823
92,1998-01-29,500/1000,500,1592.41,0,Masters,prof-specialty,58900,-29100,Single Vehicle Collision,Total Loss,Ambulance,22,NO,2,3,YES,5340,5340,42720,N,6217
173,2007-08-18,250/500,1000,1274.63,0,College,machine-op-inspct,51000,0,Single Vehicle Collision,Total Loss,Fire,22,YES,2,3,NO,9460,9460,33110,N,2731
436,1992-04-14,250/500,500,1362.31,0,High School,prof-specialty,67600,-65300,Single Vehicle Collision,Minor Damage,Ambulance,16,NO,0,2,NO,14920,7460,59680,N,8309
155,1993-08-09,250/500,1000,919.37,0,Associate,protective-serv,83600,0,Single Vehicle Collision,Minor Damage,Ambulance,0,NO,0,3,NO,8060,8060,32240,N,7832
78,1991-04-02,250/500,1000,1377.23,0,Masters,armed-forces,72600,0,Multi-vehicle Collision,Minor Damage,Other,1,NO,2,1,NO,5810,11620,34860,N,8734
440,2007-03-15,100/300,1000,995.55,5000000,College,protective-serv,51500,-52100,Multi-vehicle Collision,Major Damage,Police,19,YES,0,3,NO,12400,12400,43400,Y,2881
264,2010-05-01,100/300,500,1508.12,6000000,PhD,craft-repair,0,0,Multi-vehicle Collision,Major Damage,Other,0,NO,2,1,NO,13500,6750,40500,Y,1725
66,2003-06-24,500/1000,500,484.67,0,College,adm-clerical,21100,-60800,Multi-vehicle Collision,Major Damage,Fire,2,NO,0,2,YES,11920,11920,41720,Y,4232
366,1990-07-08,500/1000,1000,1561.41,0,High School,handlers-cleaners,21200,0,Multi-vehicle Collision,Minor Damage,Police,5,YES,1,3,NO,12780,12780,44730,N,8946
188,1994-09-24,100/300,500,1457.21,0,JD,adm-clerical,46300,0,Single Vehicle Collision,Total Loss,Ambulance,6,NO,2,0,YES,5000,5000,35000,N,7420
224,2012-06-20,500/1000,1000,1128.71,0,JD,prof-specialty,0,-47100,Multi-vehicle Collision,Total Loss,Fire,21,YES,2,1,NO,12360,6180,43260,N,959
253,2006-04-19,100/300,500,1358.2,0,MD,transport-moving,52900,0,Multi-vehicle Collision,Major Damage,Ambulance,11,YES,0,0,NO,5870,11740,46960,N,3223
446,1999-04-07,100/300,1000,1232.79,0,High School,adm-clerical,49900,-62100,Single Vehicle Collision,Minor Damage,Other,3,YES,2,0,YES,7050,14100,49350,N,5754
169,2001-12-07,100/300,1000,936.19,0,JD,armed-forces,70600,-48500,Multi-vehicle Collision,Total Loss,Police,4,NO,2,1,YES,17370,5790,34740,N,4805
255,2006-11-25,250/500,500,1302.34,0,JD,prof-specialty,0,-52600,Multi-vehicle Collision,Minor Damage,Fire,2,NO,1,0,NO,5260,10520,42080,N,2970
209,1996-12-06,100/300,500,1264.99,0,PhD,transport-moving,67800,0,Single Vehicle Collision,Minor Damage,Fire,22,NO,1,1,NO,8400,4200,25200,N,6600
210,2012-07-10,500/1000,500,1467.76,0,MD,tech-support,38700,-33100,Single Vehicle Collision,Total Loss,Ambulance,8,NO,1,3,YES,6330,6330,50640,N,957
174,2014-04-07,250/500,2000,1124.43,0,College,farming-fishing,0,0,Multi-vehicle Collision,Total Loss,Ambulance,14,YES,0,1,YES,8840,4420,30940,N,284
70,2003-10-11,250/500,1000,1319.81,0,High School,machine-op-inspct,67200,-59400,Multi-vehicle Collision,Minor Damage,Police,14,NO,1,0,YES,3520,3520,24640,N,4127
89,2015-01-17,100/300,2000,1482.53,0,MD,tech-support,49100,-45100,Parked Car,Trivial Damage,Police,5,YES,1,2,NO,10,20,70,N,6
458,1992-12-07,100/300,1000,1328.18,0,High School,protective-serv,53000,0,Single Vehicle Collision,Minor Damage,Fire,18,NO,2,1,NO,6260,6260,43820,N,8115
239,2004-11-29,100/300,500,1463.95,0,JD,sales,0,0,Multi-vehicle Collision,Total Loss,Police,20,NO,0,0,YES,6340,6340,57060,N,3726
161,2004-01-02,100/300,2000,1133.85,0,PhD,priv-house-serv,60200,0,Multi-vehicle Collision,Total Loss,Police,0,YES,2,2,YES,5040,15120,40320,N,4019
446,2006-01-25,500/1000,1000,1037.32,0,High School,tech-support,0,-15700,Multi-vehicle Collision,Minor Damage,Police,1,NO,2,1,NO,6740,13480,60660,N,3292
476,1993-04-18,250/500,1000,1562.8,0,Masters,handlers-cleaners,42800,-68200,Single Vehicle Collision,Total Loss,Fire,10,NO,1,2,YES,8980,4490,35920,N,7945
70,2006-12-09,100/300,1000,1425.79,0,MD,armed-forces,62400,-52300,Single Vehicle Collision,Minor Damage,Ambulance,12,NO,0,3,NO,11560,11560,46240,N,2948
233,1997-08-30,500/1000,2000,1615.14,0,Associate,tech-support,67100,0,Vehicle Theft,Minor Damage,,6,NO,0,1,NO,680,680,2380,N,6352
122,1991-06-03,250/500,500,1236.5,0,PhD,other-service,0,-48700,Parked Car,Trivial Damage,,1,NO,0,1,NO,460,920,3680,N,8655
335,1995-09-06,500/1000,2000,1017.97,0,MD,machine-op-inspct,59900,-34800,Multi-vehicle Collision,Total Loss,Police,21,NO,0,0,YES,3260,6520,26080,Y,7106
257,2000-02-09,100/300,2000,1306.0,0,Associate,machine-op-inspct,46100,-46900,Multi-vehicle Collision,Major Damage,Ambulance,3,YES,2,1,NO,7700,3850,38500,Y,5491
85,1996-07-23,500/1000,2000,1174.14,0,College,priv-house-serv,50400,-61500,Multi-vehicle Collision,Minor Damage,Fire,14,YES,0,0,NO,10740,5370,42960,N,6768
133,2005-09-21,500/1000,1000,1231.01,0,College,adm-clerical,0,-31700,Multi-vehicle Collision,Minor Damage,Fire,19,NO,1,2,NO,3160,3160,22120,N,3420
119,2011-12-30,250/500,500,1299.18,0,College,tech-support,57100,0,Single Vehicle Collision,Major Damage,Fire,7,YES,2,1,YES,8280,8280,28980,Y,1105
169,1996-07-21,100/300,500,1469.75,0,JD,sales,0,-57600,Single Vehicle Collision,Minor Damage,Fire,0,NO,0,0,YES,7740,3870,27090,N,6753
225,1996-04-08,250/500,500,1390.72,0,Masters,tech-support,83900,-52100,Parked Car,Trivial Damage,,6,YES,2,1,YES,1060,530,4240,N,6892
84,2001-03-04,500/1000,500,1694.09,7000000,Associate,prof-specialty,0,0,Single Vehicle Collision,Total Loss,Other,0,YES,0,2,NO,4770,9540,42930,Y,5080
169,2001-10-19,100/300,2000,1140.15,0,High School,armed-forces,0,-36800,Multi-vehicle Collision,Total Loss,Police,9,YES,0,3,NO,4200,8400,33600,N,4840
124,2006-08-18,100/300,1000,1310.71,0,Masters,farming-fishing,29300,0,Single Vehicle Collision,Total Loss,Ambulance,23,YES,0,1,NO,5770,5770,46160,N,3113
320,2013-04-28,250/500,2000,1730.49,7000000,College,transport-moving,46300,-41700,Multi-vehicle Collision,Minor Damage,Fire,13,NO,2,0,NO,4680,9360,42120,N,636
297,2009-11-29,250/500,500,1616.65,7000000,MD,adm-clerical,0,-59500,Multi-vehicle Collision,Total Loss,Fire,0,NO,0,3,YES,5550,5550,33300,N,1874
421,1990-02-15,100/300,500,1935.85,4000000,Masters,machine-op-inspct,49500,-81100,Single Vehicle Collision,Major Damage,Ambulance,7,NO,2,3,NO,16860,8430,67440,Y,9097
136,2002-04-12,250/500,1000,855.14,0,PhD,craft-repair,37900,0,Single Vehicle Collision,Minor Damage,Fire,23,YES,0,1,YES,3070,6140,21490,N,4650
46,1999-02-21,250/500,2000,1568.47,4000000,High School,armed-forces,46800,0,Single Vehicle Collision,Major Damage,Fire,7,NO,2,0,NO,11320,5660,39620,N,5825
34,2011-06-18,500/1000,2000,1550.53,0,MD,armed-forces,0,-27700,Parked Car,Trivial Damage,,20,YES,0,1,NO,660,660,2640,N,1324
95,1995-03-26,250/500,2000,1370.92,0,College,transport-moving,48900,0,Single Vehicle Collision,Minor Damage,Police,22,YES,0,3,NO,3480,6960,24360,N,7265
140,1991-05-03,250/500,500,1363.59,0,JD,armed-forces,43200,0,Multi-vehicle Collision,Minor Damage,Other,10,NO,2,0,YES,7950,7950,63600,N,8682
200,2001-12-19,250/500,1000,828.42,3000000,College,prof-specialty,0,0,Single Vehicle Collision,Total Loss,Police,10,NO,2,2,NO,5600,5600,44800,N,4782
123,2012-08-05,250/500,500,1209.63,0,Masters,machine-op-inspct,64800,-44200,Single Vehicle Collision,Minor Damage,Ambulance,17,YES,1,0,YES,16280,0,56980,Y,892
267,2004-08-09,250/500,2000,1111.17,0,MD,craft-repair,35000,0,Parked Car,Trivial Damage,,3,YES,2,3,YES,900,450,3600,N,3830
290,2014-01-20,500/1000,500,989.97,0,Masters,machine-op-inspct,32500,0,Single Vehicle Collision,Minor Damage,Ambulance,10,NO,0,1,NO,4800,9600,33600,N,365
45,2011-12-19,250/500,1000,1114.23,0,College,prof-specialty,0,0,Single Vehicle Collision,Major Damage,Fire,1,YES,0,1,YES,10440,5220,36540,N,1109
